NODE_ID,ARS_ID,정류소명,위도,경도,정류소타입
102900051,03577,후암동주민센터앞,37.5483644838,126.9777057507,마을버스
102900084,03578,제일기획,37.53495,126.998418,마을버스
102900081,03579,대성교회,37.5386999666,126.9884520307,마을버스
102900050,03580,용산고등학교,37.5459083263,126.9789524928,마을버스
102900049,03581,성도약국,37.5392776612,126.9894307824,마을버스
102900048,03582,후암동종점,37.5465016517,126.9813594882,마을버스
102900047,03583,디지텍고등학교앞,37.5397139842,126.9918569023,마을버스
102900046,03584,큰빛의집앞,37.5444832826,126.9819077271,마을버스
102900082,03585,가야랑앞,37.5400889559,126.9937523252,마을버스
102900045,03586,신흥교회앞,37.5446231699,126.983387942,마을버스
102900044,03588,해방촌오거리,37.5457029481,126.9853964787,마을버스
102900043,03589,남산교회입구,37.5445505919,126.9866223212,마을버스
102900042,03590,우리들가정의원,37.5432423134,126.9876591627,마을버스
102900041,03591,용암한신아파트,37.5423880484,126.9874137344,마을버스
102900040,03592,용암경로당입구,37.5410985304,126.9869601654,마을버스
102900039,03593,한신아파트,37.5389881171,126.986557682,마을버스
102900089,03594,갑을빌딩,37.5490958683,126.9720388292,마을버스
102900091,03595,리버힐삼성아파트후문,37.5349462412,126.9487207623,마을버스
102900038,03596,만리시장입구,37.5515678017,126.9630412782,마을버스
102900037,03597,배문중고등학교,37.5503749309,126.9636168092,마을버스
102900036,03598,청파초등학교,37.5485834792,126.9633754859,마을버스
102000263,03648,동부이촌동,37.520139253,126.9726729953,일반차로
102000262,03649,강촌APT,37.5191000398,126.9761942244,일반차로
102000272,03680,남산그랜드하얏트호텔,37.5398259716,126.9973678608,일반차로
102900062,03688,청파초등학교,37.5484699816,126.9635056923,마을버스
102900061,03699,배문중고교,37.550381273,126.963728852,마을버스
102900060,03700,만리시장입구,37.5517759871,126.9631453007,마을버스
102900090,03709,청암자이아파트,37.5348672272,126.9485683053,마을버스
102000273,03710,신동아APT,37.5175986035,126.9853623627,일반차로
102000257,03728,신동아APT,37.5179220911,126.9853034727,일반차로
102000256,03729,강촌APT,37.5189057287,126.9773129069,일반차로
102000255,03730,동부이촌동,37.5206779095,126.9718175157,일반차로
102000274,03732,이촌동두산위브트레지움,37.521493673,126.9659919434,일반차로
102000275,03733,이촌동두산위브트레지움,37.5215283595,126.9675735406,일반차로
102000276,03734,이촌현대아파트.금강병원,37.5177187363,126.9810408412,일반차로
102000277,03735,이촌현대아파트.금강병원,37.5185081173,126.978748041,일반차로
102000278,03736,한남역,37.5312068138,127.0067323413,일반차로
102900092,03737,도원삼성래미안아파트단지내,37.5381983039,126.9553881353,마을버스
102900086,03742,한남동주민센터,37.534102,127.000603,마을버스
102900088,03743,용산CJ나인파크,37.5358706647,126.9695530125,마을버스
102900087,03744,용산e편한세상,37.5344621995,126.9672212005,마을버스
102000282,03748,이집트대사관.한남더힐아파트,37.535256866,127.011274684,일반차로
